sede,tipo_trilha,arxiv_id,titulo,primeiro_autor,ano,fase,fase_nome,seguranca,confianca_fase,justificativa_fase,contrib,contrib_nome,agentico,foco,citacoes,fwci,cit_2024,cit_2025,cit_2026,ritmo_anual_2026,aceleracao,crescimento,pct_cit_2026,momentum,oa_match,nota_arxiv,url,doi_arxiv,topico_seguranca,topico_seguranca_nome
ICSE,aceito,2601.08734,TerraFormer: Automated Infrastructure-as-Code with LLMs Fine-Tuned via Policy-Guided Verifier Feedback,Prithwish Jana,2026,F3,Implementação & geração de código,secundaria,automatica,,C2,Ferramenta/sistema,medio,Geração de código IaC com LLM fine-tuned via feedback de verificador,,,,,,,,,,sem dado,nao,"The paper has been published at the 2026 IEEE/ACM 48th International Conference on Software Engineering (ICSE 2026), Rio de Janeiro, Brazil, April 12-18, 2026",https://arxiv.org/abs/2601.08734,https://doi.org/10.48550/arXiv.2601.08734,S2,Segurança do código gerado por IA
ICSE,aceito,2601.08729,"Revisiting ""Revisiting Neuron Coverage for DNN Testing: A Layer-Wise and Distribution-Aware Criterion"": A Critical Review and Implications on DNN Coverage Testing",Jinhan Kim,2026,F4,Verificação & qualidade,ausente,automatica,,C3,Estudo empírico,baixo,Revisão crítica de critério de cobertura para teste de DNNs,,,,,,,,,,sem dado,nao,ICSE 2026,https://arxiv.org/abs/2601.08729,https://doi.org/10.48550/arXiv.2601.08729,,
ICSE,aceito,2601.05579,RISE: Rule-Driven SQL Dialect Translation via Query Reduction,Xudong Xie,2026,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,medio,Tradução de dialetos SQL com LLM e redução de consultas,,,,,,,,,,sem dado,nao,Accepted by ICSE 2026,https://arxiv.org/abs/2601.05579,https://doi.org/10.48550/arXiv.2601.05579,,
ICSE,aceito,2601.04526,Advancing Language Models for Code-related Tasks,Zhao Tian,2026,F3,Implementação & geração de código,ausente,automatica,,C1,Técnica/abordagem,medio,"Melhorar modelos linguagem para geração, completação e reparo de código",,,,,,,,,,sem dado,nao,Accepted by ICSE 2026 (DS),https://arxiv.org/abs/2601.04526,https://doi.org/10.48550/arXiv.2601.04526,,
ICSE,aceito,2601.02632,TAAF: A Trace Abstraction and Analysis Framework Synergizing Knowledge Graphs and LLMs,Alireza Ezaz,2026,F12,Monitoramento e operação do produto em produção,ausente,revisado,"O artefato analisado é trace de execução (log/traço de sistema em operação), o que pela regra de desempate F6 vs F12 aponta para F12, e não há menção a segurança como objeto do trabalho.",C2,Ferramenta/sistema,medio,analise de traces de execucao com KG e LLM,,,,,,,,,,sem dado,nao,Accepted to ICSE 2026. DOI 10.1145/3744916.3787832,https://arxiv.org/abs/2601.02632,https://doi.org/10.48550/arXiv.2601.02632,,
ICSE,aceito,2512.23385,Securing the AI Supply Chain: What Can We Learn From Developer-Reported Security Issues and Solutions of AI Projects?,The Anh Nguyen,2025,F4,Verificação & qualidade,central,automatica,,C3,Estudo empírico,baixo,Segurança em supply chain de IA: classificação de issues de developers,,,,,,,,,,sem dado,nao,Accepted at the 48th IEEE/ACM International Conference on Software Engineering (ICSE 2026) - Research Track,https://arxiv.org/abs/2512.23385,https://doi.org/10.48550/arXiv.2512.23385,S5,Cadeia de suprimentos e dependências
ICSE,aceito,2512.22633,Rethinking the Capability of Fine-Tuned Language Models for Automated Vulnerability Repair,Woorim Han,2025,F5,Depuração & reparo,central,automatica,,C3,Estudo empírico,baixo,Avaliacao empirica de modelos ajustados para reparo automatico de vulnerabilidades,,,,,,,,,,sem dado,nao,"To appear at ICSE 2026. 13 pages. The L-AVRBench benchmark, Docker images, and evaluation scripts are available at https://github.com/rimwoohan/L-AVRBench",https://arxiv.org/abs/2512.22633,https://doi.org/10.48550/arXiv.2512.22633,S4,Reparo e mitigação de vulnerabilidade
ICSE,aceito,2507.08523,InferLog: Accelerating LLM Inference for Online Log Parsing via ICL-oriented Prefix Caching,Yilun Wang,2025,F12,Monitoramento e operação do produto em produção,ausente,revisado,Parsing de log de runtime para detecção de anomalia e causa raiz: telemetria de sistema executando.,C1,Técnica/abordagem,baixo,Aceleração de inferência de LLM para parsing de log online em produção,,,,,,,,,,sem dado,nao,Accepted by ICSE '26 (The 48th IEEE/ACM International Conference on Software Engineering),https://arxiv.org/abs/2507.08523,https://doi.org/10.48550/arXiv.2507.08523,,
ICSME,aceito,2404.09836,How Far Have We Gone in Binary Code Understanding Using Large Language Models,Xiuwei Shang,2024,F4,Verificação & qualidade,secundaria,alta,"Análise de capacidades de LLMs em tarefas de verificação de qualidade e segurança (detecção de malware, vulnerabilidades, análise de patches) através de benchmark de compreensão de código binário.",C4,Benchmark/avaliação,baixo,Benchmark de LLMs em análise de código binário e engenharia reversa,8.0,2.8326,,7.0,1.0,1.7,-5.3,0.24,0.125,desacelerando,sim,"12 pages, 8 figures, to be published in ICSME 2024",https://arxiv.org/abs/2404.09836,https://doi.org/10.48550/arXiv.2404.09836,S9,Benchmark e avaliação de segurança
ICSME,aceito,2507.22371,SAEL: Leveraging Large Language Models with Adaptive Mixture-of-Experts for Smart Contract Vulnerability Detection,Lei Yu,2025,F4,Verificação e qualidade,central,revisado,Análise de código de contrato antes da implantação: detecção de vulnerabilidade (F4).,C1,Técnica/abordagem,baixo,Detecção de vulnerabilidade em contrato inteligente com mistura adaptativa de especialistas,5.0,9.5469,0.0,0.0,5.0,8.4,8.4,inf,1.0,acelerando,sim,Accepted to ICSME 2025,https://arxiv.org/abs/2507.22371,https://doi.org/10.48550/arXiv.2507.22371,S1,Detecção de vulnerabilidade em código
ICSME,aceito,2501.11264,Code Readability in the Age of Large Language Models: An Industrial Case Study from Atlassian,Wannita Takerngsaksiri,2025,F3,Implementação & geração de código,ausente,alta,"O trabalho avalia a qualidade (readability) do código gerado por LLMs em comparação com código humano, focando na geração e completação de código, que é o núcleo de F3.",C3,Estudo empírico,medio,Legibilidade de código gerado por LLM em agentes de desenvolvimento,3.0,4.9712,,1.0,2.0,3.4,2.4,3.36,0.667,acelerando,sim,"11 pages, 7 figures, 8 tables, Accepted at ICSME",https://arxiv.org/abs/2501.11264,https://doi.org/10.48550/arXiv.2501.11264,,
ICSME,aceito,2507.19115,Automated Code Review Using Large Language Models at Ericsson: An Experience Report,Shweta Ramesh,2025,F4,Verificação & qualidade,secundaria,alta,"A obra aborda automação de revisão de código usando LLMs, que é uma atividade de verificação e garantia de qualidade do software, enquadrando-se em F4.",C2,Ferramenta/sistema,baixo,Ferramenta LLM para automação de revisão de código com análise estática,3.0,5.7072,,,3.0,5.0,,,1.0,sem dado,sim,"6 pages, 4 figures, 1 table. Accepted in ICSME 2025 conference in Auckland",https://arxiv.org/abs/2507.19115,https://doi.org/10.48550/arXiv.2507.19115,S1,Detecção de vulnerabilidade em código
ICSME,aceito,2408.10529,Automated Detection of Algorithm Debt in Deep Learning Frameworks: An Empirical Study,Emmanuel Iko-Ojo Simon,2024,F4,Verificação & qualidade,ausente,alta,"O trabalho desenvolve métodos de detecção automatizada (análise estática com ML/DL) para classificar tipos de dívida técnica em código, caracterizando verificação e qualidade.",C3,Estudo empírico,baixo,Detecção automática de débito de algoritmo em comentários de código,2.0,,,1.0,1.0,1.7,0.7,1.68,0.5,sem rastro,sim,Accepted as Continuity Acceptance (CA) for a Stage 1 registration of the Registered Report Track at 40th IEEE International Conference on Software Mai,https://arxiv.org/abs/2408.10529,https://doi.org/10.48550/arXiv.2408.10529,,
ICSME,aceito,2508.06926,Integrating Rules and Semantics for LLM-Based C-to-Rust Translation,Feng Luo,2025,F3,Implementação & geração de código,ausente,alta,"O trabalho propõe um framework LLM para geração automática de código traduzido de C para Rust, que é a essência da F3 (implementação e geração de código).",C2,Ferramenta/sistema,medio,"Framework LLM com módulos de regras, semântica e refinamento iterativo",1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,Accepted in ICSME 25 Industry Track,https://arxiv.org/abs/2508.06926,https://doi.org/10.48550/arXiv.2508.06926,,
ICSME,aceito,2606.30524,The Illusion of Agentic Complexity in README.md Generation: Evaluating Single-Agent vs. Multi-Agent RAG Systems,Abu Saleh,2026,F11,Gestão de conhecimento e documentação viva,ausente,revisado,"Gera o próprio README do repositório, artefato de documentação mantido e consultável listado em F11.",C3,Estudo empírico,alto,Geração de README com RAG: single-agent versus multi-agente,0.0,,,,,,,,,sem dado,sim,The paper has been peer-reviewed and accepted to the 42nd International Conference on Software Maintenance and Evolution (ICSME 2026),https://arxiv.org/abs/2606.30524,https://doi.org/10.48550/arXiv.2606.30524,,
ICSME,aceito,2605.16701,What's Inside a GitHub Repository? An Empirical Study on the Contents of 10K Projects,Andre Hora,2026,F11,Gestão de conhecimento e documentação viva,ausente,revisado,"Estudo ancora-se em README, LICENSE e arquivos de contexto do projeto (AGENTS.md, CLAUDE.md), itens literais de F11.",C3,Estudo empírico,baixo,Conteúdo e evolução de artefatos em 10 mil repositórios GitHub,0.0,,,,,,,,,sem dado,sim,Paper accepted to ICSME 2026,https://arxiv.org/abs/2605.16701,https://doi.org/10.48550/arXiv.2605.16701,,
ICSME,aceito,2607.15948,TARS: A Theory-of-Mind Agent for Personalized In-IDE Code Comprehension,Leopoldo Todisco,2026,F9,Descoberta de produto e entendimento do problema,ausente,revisado,"Ferramenta assistiva com RAG que explica código para entendimento do desenvolvedor, sem alterá-lo.",C2,Ferramenta/sistema,medio,Agente de compreensão de código personalizado no IDE via Theory of Mind,0.0,,,,,,,,,sem dado,sim,"Accepted at ICSME 2026, Tool Demonstration and Data Showcase Track",https://arxiv.org/abs/2607.15948,https://doi.org/10.48550/arXiv.2607.15948,,
ICSME,aceito,2507.10054,Explicit Vulnerability Generation with LLMs: An Investigation Beyond Adversarial Attacks,Emir Bosnak,2025,F4,Verificação & qualidade,central,alta,"A obra investiga vulnerabilidades de segurança em código gerado por LLMs usando análise estática, que é uma atividade de F4 (verificação e qualidade).",C3,Estudo empírico,baixo,Estudo empírico de geração de código vulnerável em LLMs abertos,,,,,,,,,,sem dado,nao,Accepted to ICSME 2025,https://arxiv.org/abs/2507.10054,https://doi.org/10.48550/arXiv.2507.10054,S2,Segurança do código gerado por IA
ICSME,aceito,2607.18742,Beyond Text Editing: Algebraic Manipulation of Source Code,Kevin Pulo,2026,F2,Projeto & arquitetura,ausente,automatica,,C1,Técnica/abordagem,baixo,álgebra de manipulação de código-fonte como alternativa à edição textual,,,,,,,,,,sem dado,nao,"Accepted for publication in the Visions and Emerging Results Track of the 42nd IEEE International Conference on Software Maintenance and Evolution (ICSME 2026), 14-18 Sep",https://arxiv.org/abs/2607.18742,https://doi.org/10.48550/arXiv.2607.18742,,
ICSME,aceito,2607.14657,Rethinking Issue Resolution for AI/ML Systems,Ahmed Adnan,2026,F5,Depuração & reparo,ausente,automatica,,C5,Visão/posição/roadmap,baixo,resolução de issues em sistemas de IA/ML,,,,,,,,,,sem dado,nao,"In proceedings at the 42nd IEEE International Conference on Software Maintenance and Evolution, ICSME 2026",https://arxiv.org/abs/2607.14657,https://doi.org/10.48550/arXiv.2607.14657,,
ICSME,aceito,2607.15937,The Language of Security: How Prompt Syntax Shapes Secure Code Generation in Open LLMs,Matteo Cicalese,2026,F3,Implementação e geração de código,central,revisado,Estuda a etapa de geração de código e a segurança do artefato produzido: F3.,C3,Estudo empírico,baixo,Efeito da sintaxe do prompt na segurança do código gerado por LLMs abertos,,,,,,,,,,sem dado,nao,Accepted at ICSME 2026,https://arxiv.org/abs/2607.15937,https://doi.org/10.48550/arXiv.2607.15937,S2,Segurança do código gerado por IA
ISSTA,aceito,2404.05427,AutoCodeRover: Autonomous Program Improvement,Yuntong Zhang,2024,F5,Depuração & reparo,ausente,alta,"AutoCodeRover automatiza a localização de falhas em código, reprodução de bugs e geração de patches para resolver issues, atividades centrais de depuração e reparo.",C2,Ferramenta/sistema,medio,Agente LLM com busca de código e localização de falhas para reparo,132.0,36.9246,7.0,70.0,55.0,92.5,22.5,1.32,0.417,crescendo,sim,To appear in ISSTA 2024,https://arxiv.org/abs/2404.05427,https://doi.org/10.48550/arXiv.2404.05427,,
ISSTA,aceito,2305.18607,How Effective Are Neural Networks for Fixing Security Vulnerabilities,Yi Wu,2023,F5,Depuração e reparo,central,revisado,Avaliação comparativa da capacidade de corrigir vulnerabilidades; contribuição principal é benchmark.,C4,Benchmark/avaliação,baixo,"Comparação de LLMs e reparo automático em vulnerabilidades Java, com novo benchmark",93.0,18.2411,32.0,41.0,15.0,25.21,-15.79,0.615,0.161,desacelerando,sim,"This paper was accepted in the proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA 2023), and was presented at the confere",https://arxiv.org/abs/2305.18607,https://doi.org/10.48550/arXiv.2305.18607,S4,Reparo e mitigação de vulnerabilidade
ISSTA,aceito,2505.04606,OmniGIRL: A Multilingual and Multimodal Benchmark for GitHub Issue Resolution,Lianghong Guo,2025,F5,Depuração & reparo,ausente,automatica,,C4,Benchmark/avaliação,baixo,benchmark multilíngue e multimodal para resolução de issues do GitHub,3.0,5.7314,0.0,0.0,3.0,5.042,5.042,,1.0,acelerando,sim,To appear at ISSTA'25,https://arxiv.org/abs/2505.04606,https://doi.org/10.48550/arXiv.2505.04606,,
ISSTA,aceito,2504.12034,OpDiffer: LLM-Assisted Opcode-Level Differential Testing of Ethereum Virtual Machine,Jie Ma,2025,F4,Verificação e qualidade,central,revisado,Teste diferencial que revela bugs de segurança antes do uso em produção: verificação (F4).,C1,Técnica/abordagem,medio,Teste diferencial em nível de opcode de máquinas virtuais Ethereum,3.0,1.859,0.0,1.0,2.0,3.36,2.36,3.36,0.667,acelerando,sim,"To appear in ISSTA'25  Proc. ACM Softw. Eng. 2, ISSTA, Article ISSTA069 (2025), 1559-1582",https://arxiv.org/abs/2504.12034,https://doi.org/10.48550/arXiv.2504.12034,S3,Teste de segurança e descoberta ofensiva
ISSTA,aceito,2404.03171,Multi-modal Learning for WebAssembly Reverse Engineering,Hanxian Huang,2024,F9,Descoberta de produto e entendimento do problema,ausente,revisado,"Engenharia reversa de WebAssembly declara compreensão do artefato compilado como objetivo, não alteração nem geração de fonte.",C2,Ferramenta/sistema,baixo,Modelo multimodal pré-treinado para engenharia reversa de WebAssembly,2.0,1.8542,0.0,1.0,1.0,1.681,0.681,1.681,0.5,sem rastro,sim,Accepted by ISSTA '24,https://arxiv.org/abs/2404.03171,https://doi.org/10.48550/arXiv.2404.03171,,
ISSTA,aceito,2511.02399,Towards Iterative End-to-End Software Development: A Feature-Driven Multi-Agent Framework,Junwei Liu,2025,F7,Processo transversal & ciclo completo,ausente,alta,"O trabalho propõe um framework multi-agente que orquestra iterativamente múltiplas fases (requisitos→design→implementação→verificação) com propagação de contexto entre dependências, não se limitando a planejamento/gestão, mas abordando governança e colaboração sistêmica do processo.",C2,Ferramenta/sistema,alto,Framework multi-agente iterativo para desenvolvimento end-to-end com decomposição de features,1.0,,,,1.0,1.7,,,1.0,sem rastro,sim,Accepted by ISSTA 2026,https://arxiv.org/abs/2511.02399,https://doi.org/10.48550/arXiv.2511.02399,,
ISSTA,aceito,2506.08311,Understanding Automated Program Repair Agents Through the Lens of Traceability: An Empirical Study,Ira Ceka,2025,F5,Depuração & reparo,ausente,alta,"O estudo analisa empiricamente como agentes APR diagnosticam e reparam bugs automaticamente, focando na localização de falhas, reprodução de issues e estratégias de reparo, que são atividades centrais da fase F5.",C3,Estudo empírico,alto,"Análise empírica de agentes APR: decisões, falhas, comparação com desenvolvedores",0.0,,,,,,,,,sem dado,sim,Accepted for publication (ISSTA '26),https://arxiv.org/abs/2506.08311,https://doi.org/10.48550/arXiv.2506.08311,,
ISSTA,aceito,2604.26469,An Empirical Study of Speculative Decoding on Software Engineering Tasks,Yijia Li,2026,F3,Implementação & geração de código,ausente,alta,"O estudo avalia técnicas de aceleração de inferência para geração e edição de código em LLMs, focando no desempenho de métodos que otimizam a geração de código (F3), não em seus requisitos, arquitetura, testes ou outras fases.",C4,Benchmark/avaliação,baixo,Avaliação empírica de técnicas de aceleração em tarefas de engenharia de software,0.0,,,,,,,,,sem dado,sim,Accepted by ISSTA 2026,https://arxiv.org/abs/2604.26469,https://doi.org/10.48550/arXiv.2604.26469,,
ISSTA,aceito,2606.26978,To Run or Not to Run: Analyzing the Cost-Effectiveness of Code Execution in LLM-Based Program Repair,Zhihao Lin,2026,F5,Depuração & reparo,ausente,alta,"O trabalho analisa estratégias de execução de código para avaliar e refinar patches em agentes de reparo automático, o que é central à fase de depuração e reparo.",C3,Estudo empírico,medio,Análise empírica de custo-efetividade de execução em agents LLM,0.0,,,,,,,,,sem dado,sim,Accepted to the ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA 2026). 23 pages,https://arxiv.org/abs/2606.26978,https://doi.org/10.48550/arXiv.2606.26978,,
ISSTA,aceito,2606.27733,BashCoder-R1: Towards Robust and Explainable Bash Code Generation with Robustness-Aware Group Relative Policy Optimization,Lei Yu,2026,F3,Implementação & geração de código,secundaria,alta,"A obra trata de geração e otimização automatizada de código Bash através de LLMs com foco em qualidade e robustez do código produzido, que é o núcleo de F3.",C2,Ferramenta/sistema,medio,Framework LLM para geração robusta e explícita de scripts Bash,0.0,,,,,,,,,sem dado,sim,Accepted to ISSTA 2026,https://arxiv.org/abs/2606.27733,https://doi.org/10.48550/arXiv.2606.27733,S2,Segurança do código gerado por IA
ISSTA,aceito,2607.18886,TraceDev: A Traceability-Driven Multi-agent Framework for Requirement-to-Code Development,Mingyu Chen,2026,F1,Requisitos & especificação,ausente,alta,"O trabalho centra-se em transformar requisitos em especificações (use cases com múltiplos pontos funcionais) e manter rastreabilidade entre requisitos e artefatos, que é essencial para elicitação e conformidade.",C2,Ferramenta/sistema,alto,Framework multi-agente para desenvolvimento requirement-to-code com rastreabilidade,0.0,,,,,,,,,sem dado,sim,Accepted by ISSTA 2026,https://arxiv.org/abs/2607.18886,https://doi.org/10.48550/arXiv.2607.18886,,
ISSTA,aceito,2407.15511,Inconsistencies in TeX-Produced Documents,Jovyn Tan,2024,F4,Verificação & qualidade,ausente,revisado,Estudo empírico de larga escala quantificando inconsistências de saída entre engines e versões TeX Live.,C3,Estudo empírico,baixo,Consistência de compilação TeX entre engines e versões de distribuições,0.0,0.0,,,,,,,,sem dado,sim,To be published in Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,https://arxiv.org/abs/2407.15511,https://doi.org/10.48550/arXiv.2407.15511,,
ISSTA,aceito,2606.0053,Sakura: An Approach for Generating Complex Tests from Natural Language Test Descriptions,Tyler Stennett,2026,F4,Verificação & qualidade,ausente,automatica,,C2,Ferramenta/sistema,alto,geração de testes complexos a partir de descrições em linguagem natural,0.0,,,,,,,,,sem dado,sim,"25 pages, 11 figures. Accepted to ISSTA 2026",https://arxiv.org/abs/2606.00530,https://doi.org/10.48550/arXiv.2606.00530,,
ISSTA,aceito,2608.02974,ConFL: Explainable Concurrent Fault Localization via Hierarchy-Guided LLM Reasoning,Shuai Shao,2026,F5,Depuração e reparo,ausente,revisado,Localizar defeito conhecido a partir de relatório e código-fonte: depuração (F5).,C1,Técnica/abordagem,medio,Localização explicável de falhas concorrentes com base de conhecimento de concorrência,0.0,,0.0,0.0,0.0,0.0,0.0,,,sem dado,sim,Accepted at ISSTA 2026,https://arxiv.org/abs/2608.02974,https://doi.org/10.48550/arXiv.2608.02974,,
ISSTA,aceito,2604.19031,SAGE: Signal-Amplified Guided Embeddings for LLM-based Vulnerability Detection,Zhengyang Shan,2026,F4,Verificação e qualidade,central,revisado,"Detecção de vulnerabilidade em código-fonte antes da entrega: F4, não F12.",C1,Técnica/abordagem,baixo,Amplificação de sinal com autoencoders esparsos para detectar vulnerabilidade em código,0.0,,0.0,0.0,0.0,0.0,0.0,,,sem dado,sim,"24 pages, 6 figures, 6 tables. Accepted by ISSTA 2026",https://arxiv.org/abs/2604.19031,https://doi.org/10.48550/arXiv.2604.19031,S1,Detecção de vulnerabilidade em código
ISSTA,aceito,2607.17619,Insecure Coding Preferences in Long-Term Memory: Security Risks for LLM-based Code Generation,Yuchen Chen,2026,F3,Implementação e geração de código,central,revisado,Mede a segurança do código produzido pelo gerador; o efeito medido é na geração de código (F3).,C3,Estudo empírico,medio,Preferências inseguras na memória de longo prazo contaminam o código gerado,0.0,,0.0,0.0,0.0,0.0,0.0,,,sem dado,sim,Accepted to the 35th ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA 2026),https://arxiv.org/abs/2607.17619,https://doi.org/10.48550/arXiv.2607.17619,S2,Segurança do código gerado por IA
ISSTA,aceito,2606.27601,Test Case Selection for Deep Neural Networks: A Replication Study on LLMs for Code,Ali Asgari,2026,F4,Verificação & qualidade,ausente,alta,"O trabalho avalia técnicas de seleção de casos de teste para DNNs e LLMs, focando na efetividade de estratégias de teste sob orçamento limitado, caracterizando verificação e garantia de qualidade.",C3,Estudo empírico,baixo,Seleção de casos teste para LLMs código: estudo empírico replicação,,,,,,,,,,sem dado,nao,"Accepted at ISSTA 2026, the 35th ACM SIGSOFT International Symposium on Software Testing and Analysis",https://arxiv.org/abs/2606.27601,https://doi.org/10.48550/arXiv.2606.27601,,
ISSTA,aceito,2607.24601,Evaluating the Impact of Explainable AI on Trust in AI-Assisted Code Review,Zhenhan Gao,2026,F4,Verificação & qualidade,ausente,alta,"Estuda a qualidade e confiabilidade de revisões de código geradas por IA, avaliando como explicabilidade impacta a validação e aceitação dessas revisões pelos desenvolvedores.",C3,Estudo empírico,baixo,Impacto de explicabilidade em confiança humana em revisão de código com LLM,,,,,,,,,,sem dado,nao,"23 pages, 4 figures, 5 tables. To appear in Proceedings of the ACM on Software Engineering (PACMSE), Vol. 3, No. ISSTA, Article ISSTA093 (ISSTA 2026).",https://arxiv.org/abs/2607.24601,https://doi.org/10.48550/arXiv.2607.24601,,
MSR,aceito,2402.1648,Unveiling ChatGPT's Usage in Open Source Projects: A Mining-based Study,Rosalia Tufano,2024,F7,Processo transversal & ciclo completo,ausente,alta,"O trabalho é um estudo empírico de mineração que mapeia e categoriza tarefas automatizadas por LLMs em múltiplas fases do processo (requisitos, implementação, verificação, depuração, manutenção), caracterizando uma avaliação transversal de como uma tecnologia de IA se distribui e impacta o software engineering como disciplina.",C3,Estudo empírico,baixo,Estudo empírico de uso real de ChatGPT em projetos open source,34.0,9.5379,2.0,21.0,11.0,18.5,-2.5,0.88,0.324,platô,sim,Paper accepted for publication at 21st International Conference on Mining Software Repositories (MASR'24),https://arxiv.org/abs/2402.16480,https://doi.org/10.48550/arXiv.2402.16480,,
MSR,aceito,2402.03777,Improving Automated Code Reviews: Learning from Experience,Hong Yi Lin,2024,F4,Verificação & qualidade,ausente,alta,"O trabalho aborda automação de revisão de código (feedback sobre qualidade) e treinamento de modelos para gerar avaliações de código, que é atividade de verificação e qualidade.",C1,Técnica/abordagem,baixo,Técnica de treinamento para melhorar qualidade de revisões automatizadas,10.0,5.2244,,9.0,1.0,1.7,-7.3,0.19,0.1,desacelerando,sim,Accepted by the 21st International Conference on Mining Software Repositories (MSR 24),https://arxiv.org/abs/2402.03777,https://doi.org/10.48550/arXiv.2402.03777,,
MSR,aceito,2512.18925,Beyond the Prompt: An Empirical Study of Cursor Rules,Shaokang Jiang,2025,F11,Gestão de conhecimento e documentação viva,ausente,alta,"O trabalho estuda diretivas persistentes e machine-readable que codificam contexto do projeto (cursor rules), caracterizando a memória organizacional e arquivos de contexto que developers mantêm como base consultável sincronizada com código.",C3,Estudo empírico,baixo,Estudo empírico de diretivas persistentes em assistentes de codificação IA,3.0,,,,3.0,5.0,,,1.0,sem dado,sim,To appear at MSR 2026,https://arxiv.org/abs/2512.18925,https://doi.org/10.48550/arXiv.2512.18925,,
MSR,aceito,2504.01907,Build Code Needs Maintenance Too: A Study on Refactoring and Technical Debt in Build Systems,Anwar Ghammam,2025,F6,Manutenção e evolução do código,ausente,alta,"O trabalho estuda refatoração e dívida técnica em sistemas de build, que são atividades de manutenção e evolução do código de construção do software.",C3,Estudo empírico,baixo,Refatoração e dívida técnica em sistemas de build,3.0,5.7072,,,3.0,5.0,,,1.0,sem dado,sim,"Proceedings of the 22nd ACM/IEEE International Conference on Mining Software Repositories (MSR 2025), April 28-29 2025, Ottawa, ON, Canada",https://arxiv.org/abs/2504.01907,https://doi.org/10.48550/arXiv.2504.01907,,
MSR,aceito,2502.02757,Too Noisy To Learn: Enhancing Data Quality for Code Review Comment Generation,Chunhua Liu,2025,F4,Verificação & qualidade,ausente,alta,"Propõe limpeza de dados e melhoria de qualidade em datasets para validação de comentários de revisão de código, atividades essenciais de verificação e garantia de qualidade de modelos.",C4,Benchmark/avaliação,baixo,Limpeza de dados com LLM para melhorar geração de comentários em code review,1.0,,,1.0,,,,,,sem dado,sim,The paper is published at the International Conference on Mining Software Repositories (MSR2025),https://arxiv.org/abs/2502.02757,https://doi.org/10.48550/arXiv.2502.02757,,
MSR,aceito,2601.17413,When AI Agents Touch CI/CD Configurations: Frequency and Success,Taher A. Ghaleb,2026,F6,Manutenção e evolução do código,ausente,alta,"O trabalho analisa modificações de configurações CI/CD por agentes de IA (GitHub Actions, workflows, build automation), que é operação e manutenção da infraestrutura de entrega contínua.",C3,Estudo empírico,medio,Avaliação empírica de agentes IA em configurações CI/CD,0.0,,,,,,,,,sem dado,sim,Accepted at the 23rd International Conference on Mining Software Repositories (MSR '26),https://arxiv.org/abs/2601.17413,https://doi.org/10.48550/arXiv.2601.17413,,
MSR,aceito,2601.21276,"More Code, Less Reuse: Investigating Code Quality and Reviewer Sentiment towards AI-generated Pull Requests",Haoming Huang,2026,F4,Verificação & qualidade,ausente,alta,"O trabalho investiga características de qualidade de código e métricas em pull requests (redundância, reusabilidade, manutenibilidade), além de analisar sentimentos de revisores, atividades típicas de verificação e qualidade.",C3,Estudo empírico,medio,Avaliação qualidade código e sentimento reviewers em PRs geradas por LLM,0.0,,,,,,,,,sem dado,sim,Accepted to MSR 2026,https://arxiv.org/abs/2601.21276,https://doi.org/10.48550/arXiv.2601.21276,,
MSR,aceito,2601.05502,Evaluating the Use of LLMs for Automated DOM-Level Resolution of Web Performance Issues,Gideon Peters,2026,F6,Manutenção e evolução do código,ausente,automatica,,C3,Estudo empírico,baixo,LLMs para resolução automatizada de problemas de performance no DOM,0.0,,,,,,,,,sem dado,sim,Accepted to the The ACM International Conference on Mining Software Repositories (MSR) (MSR 2026),https://arxiv.org/abs/2601.05502,https://doi.org/10.48550/arXiv.2601.05502,,
MSR,aceito,2601.20171,Who Writes the Docs in SE 3.0? Agent vs. Human Documentation Pull Requests,Kazuma Yamasaki,2026,F11,Gestão de conhecimento e documentação viva,ausente,alta,"A obra analisa documentação como artefato mantido e consultável no projeto (PRs que criam/modificam artefatos de documentação do repositório), investigando como agentes IA e humanos contribuem à base de conhecimento viva do projeto, não sobre geração pontual de texto ou entendimento do produto.",C3,Estudo empírico,medio,Análise empírica de PRs de documentação: agentes vs humanos,,,,,,,,,,sem dado,nao,"Comments: 5 pages, 5 figures. To appear in MSR 2026 Mining Challenge (April 2026). Code available at https://github.com/NAIST-SE/msr2026-docs-prs-repl",https://arxiv.org/abs/2601.20171,https://doi.org/10.48550/arXiv.2601.20171,,
